"1" "id" "timestamp" "is_buy" "stockid" "price" "amount" "is_real"
"660" "1019" "2014-11-14 10:05:57" "0" "sz002441" "22.9" "900" "1"
"661" "1046" "2014-11-17 09:42:19" "1" "sz002441" "23.0086" "900" "1"
"662" "1047" "2014-11-17 09:45:03" "0" "sz002441" "22.98" "900" "1"
"663" "1082" "2014-11-18 09:48:02" "1" "sz002441" "24.5711" "900" "1"
"664" "1170" "2014-11-25 09:33:40" "0" "sz002441" "25.83" "800" "1"
"665" "1188" "2014-11-26 09:32:33" "1" "sz002441" "27.29" "800" "1"
"666" "1362" "2014-12-09 10:00:05" "0" "sz002441" "25.46" "800" "1"
"667" "1402" "2014-12-10 09:40:41" "1" "sz002441" "26" "800" "1"
"668" "1480" "2014-12-15 09:45:19" "0" "sz002441" "28.69" "700" "1"
"669" "1505" "2014-12-16 09:48:07" "1" "sz002441" "28.5" "700" "1"
"670" "1891" "2015-01-13 09:56:44" "0" "sz002441" "23.53" "900" "1"
"671" "1916" "2015-01-14 09:31:01" "1" "sz002441" "24.5" "900" "1"
"672" "22" "2014-05-28 10:06:18" "0" "sz002474" "7.27" "2800" "1"
"673" "24" "2014-05-29 09:37:04" "1" "sz002474" "7.4521" "2800" "1"
"674" "28" "2014-06-04 10:24:10" "0" "sz002474" "7.28" "2700" "1"
"675" "32" "2014-06-05 09:37:11" "1" "sz002474" "7.15" "2700" "1"
"676" "57" "2014-06-16 10:34:25" "0" "sz002474" "8.36" "2400" "1"
"677" "66" "2014-06-18 09:32:37" "1" "sz002474" "8.98" "4800" "1"
"678" "67" "2014-06-18 10:09:47" "0" "sz002474" "8.88" "2300" "1"
"679" "70" "2014-06-19 09:46:16" "1" "sz002474" "8.68" "2300" "1"
"680" "75" "2014-06-20 09:31:41" "0" "sz002474" "8.06" "2500" "1"
"681" "83" "2014-06-23 09:46:13" "1" "sz002474" "8.4" "2500" "1"
"682" "82" "2014-06-23 10:09:10" "0" "sz002474" "8.54" "2300" "1"
"683" "89" "2014-06-24 09:42:05" "1" "sz002474" "8.42" "2300" "1"
"684" "90" "2014-06-24 09:50:04" "0" "sz002474" "8.6" "2300" "1"
"685" "94" "2014-06-25 09:43:00" "1" "sz002474" "8.68" "2300" "1"
"686" "98" "2014-06-26 10:28:21" "0" "sz002474" "8.54" "2300" "1"
"687" "101" "2014-06-27 09:47:07" "1" "sz002474" "8.67" "2300" "1"
"688" "200" "2014-07-29 09:31:40" "0" "sz002474" "8.08" "2500" "1"
"689" "211" "2014-07-30 10:03:27" "1" "sz002474" "8.12" "2500" "1"
"690" "210" "2014-07-30 11:22:29" "0" "sz002474" "8.13" "2500" "1"
"691" "220" "2014-07-31 13:02:10" "1" "sz002474" "8.63" "2500" "1"
"692" "219" "2014-07-31 10:08:31" "0" "sz002474" "8.37" "2400" "1"
"693" "220" "2014-07-31 13:02:10" "1" "sz002474" "8.63" "2500" "1"
"694" "230" "2014-08-01 10:57:41" "0" "sz002474" "8.41" "2400" "1"
"695" "229" "2014-08-01 14:55:03" "1" "sz002474" "8.18" "2400" "1"
"696" "237" "2014-08-04 09:31:39" "0" "sz002474" "8.26" "2400" "1"
"697" "236" "2014-08-04 09:42:31" "1" "sz002474" "8.27" "2400" "1"
"698" "252" "2014-08-05 11:06:08" "0" "sz002474" "8.3" "2400" "1"
"699" "263" "2014-08-06 09:43:38" "1" "sz002474" "8.25" "2400" "1"
"700" "270" "2014-08-07 09:59:07" "0" "sz002474" "8.33" "2400" "1"
"701" "277" "2014-08-08 14:55:03" "1" "sz002474" "8.32" "2400" "1"
"702" "291" "2014-08-12 10:19:09" "0" "sz002474" "8.53" "2400" "1"
"703" "300" "2014-08-13 09:40:59" "1" "sz002474" "8.42" "2400" "1"
"704" "314" "2014-08-15 10:55:20" "0" "sz002474" "8.58" "2300" "1"
"705" "329" "2014-08-18 09:47:13" "1" "sz002474" "8.76" "2300" "1"
"706" "348" "2014-08-19 09:39:37" "0" "sz002474" "8.89" "2200" "1"
"707" "357" "2014-08-20 09:40:59" "1" "sz002474" "9.3045" "2200" "1"
"708" "382" "2014-08-25 10:25:51" "0" "sz002474" "9.33" "2100" "1"
"709" "386" "2014-08-26 09:39:19" "1" "sz002474" "9.1171" "2100" "1"
"710" "392" "2014-08-27 09:30:32" "0" "sz002474" "8.81" "2300" "1"
"711" "396" "2014-08-28 09:32:10" "1" "sz002474" "8.89" "2300" "1"
"712" "397" "2014-08-28 09:45:46" "0" "sz002474" "8.94" "2200" "1"
"713" "404" "2014-08-29 09:35:09" "1" "sz002474" "8.84" "2200" "1"
"714" "411" "2014-09-01 10:23:52" "0" "sz002474" "9.13" "2200" "1"
"715" "429" "2014-09-02 09:30:19" "1" "sz002474" "9.43" "2200" "1"
"716" "886" "2014-11-03 10:12:52" "0" "sz002474" "13.0693" "1500" "1"
"717" "893" "2014-11-04 09:35:26" "1" "sz002474" "12.9207" "1500" "1"
"718" "922" "2014-11-06 09:30:10" "0" "sz002474" "12.8175" "1600" "1"
"719" "929" "2014-11-07 09:35:22" "1" "sz002474" "12.52" "1600" "1"
"720" "991" "2014-11-12 10:23:11" "0" "sz002474" "11.65" "1700" "1"
"721" "1005" "2014-11-13 09:35:20" "1" "sz002474" "11.59" "1700" "1"
"722" "1095" "2014-11-19 11:16:34" "0" "sz002474" "12.35" "1600" "1"
"723" "1113" "2014-11-20 09:35:05" "1" "sz002474" "12.15" "1600" "1"
"724" "1128" "2014-11-21 09:42:43" "0" "sz002474" "12.2" "1600" "1"
"725" "1148" "2014-11-24 09:35:06" "1" "sz002474" "12.11" "1600" "1"
"726" "1172" "2014-11-25 10:00:42" "0" "sz002474" "12.17" "1600" "1"
"727" "1196" "2014-11-26 14:55:00" "1" "sz002474" "12.47" "1600" "1"
"728" "1406" "2014-12-10 09:33:56" "0" "sz002474" "11.32" "1800" "1"
"729" "1436" "2014-12-11 09:31:46" "1" "sz002474" "11.47" "1800" "1"
"730" "1485" "2014-12-15 09:59:09" "0" "sz002474" "12.22" "1600" "1"
"731" "1511" "2014-12-16 14:55:03" "1" "sz002474" "12.12" "1600" "1"
"732" "1524" "2014-12-17 11:16:41" "0" "sz002474" "11.91" "1700" "1"
"733" "1545" "2014-12-18 09:35:36" "1" "sz002474" "11.8" "1700" "1"
"734" "1604" "2014-12-23 09:33:00" "0" "sz002474" "10.59" "1900" "1"
"735" "1647" "2014-12-24 11:20:14" "1" "sz002474" "10.6879" "1900" "1"
"736" "1646" "2014-12-24 09:33:12" "0" "sz002474" "10.6742" "1900" "1"
"737" "1647" "2014-12-24 11:20:14" "1" "sz002474" "10.6879" "1900" "1"
"738" "1730" "2014-12-31 09:33:25" "0" "sz002474" "10.64" "1900" "1"
"739" "1765" "2015-01-05 10:15:31" "1" "sz002474" "10.37" "1900" "1"
"740" "1764" "2015-01-05 09:34:46" "0" "sz002474" "10.6242" "1900" "1"
"741" "1765" "2015-01-05 10:15:31" "1" "sz002474" "10.37" "1900" "1"
"742" "1870" "2015-01-12 10:29:10" "0" "sz002474" "10.94" "1800" "1"
"743" "1894" "2015-01-13 09:33:39" "1" "sz002474" "10.98" "1800" "1"
"744" "1932" "2015-01-15 09:44:58" "0" "sz002474" "11.62" "1700" "1"
"745" "1956" "2015-01-16 10:12:48" "1" "sz002474" "11.7" "1700" "1"
"746" "1975" "2015-01-19 09:34:01" "0" "sz002474" "11.65" "1700" "1"
"747" "2009" "2015-01-20 09:31:59" "1" "sz002474" "12.05" "1700" "1"
"748" "1164" "2014-11-25 09:30:13" "0" "sz002544" "19.08" "1100" "1"
"749" "1189" "2014-11-26 10:11:42" "1" "sz002544" "19.4791" "1100" "1"
"750" "1212" "2014-11-27 09:35:02" "0" "sz002544" "19.7" "1000" "1"
"751" "1230" "2014-11-28 09:37:21" "1" "sz002544" "19.467" "1000" "1"
"752" "1266" "2014-12-02 09:36:43" "0" "sz002544" "18.65" "1100" "1"
"753" "1293" "2014-12-03 14:21:52" "1" "sz002544" "20.06" "1100" "1"
"754" "221" "2014-07-31 11:28:41" "0" "sz002600" "11.56" "1700" "1"
"755" "227" "2014-08-01 10:04:04" "1" "sz002600" "11.4" "1700" "1"
"756" "239" "2014-08-04 10:03:59" "0" "sz002600" "11.23" "1800" "1"
"757" "250" "2014-08-05 09:44:23" "1" "sz002600" "11.38" "1800" "1"
"758" "268" "2014-08-07 10:37:49" "0" "sz002600" "11.64" "1700" "1"
"759" "276" "2014-08-08 09:42:32" "1" "sz002600" "11.59" "1700" "1"
"760" "113" "2014-07-14 09:49:31" "0" "sz002601" "19.68" "1000" "1"
"761" "125" "2014-07-15 09:46:11" "1" "sz002601" "20.583" "1000" "1"
"762" "153" "2014-07-22 10:24:56" "0" "sz002601" "21.59" "900" "1"
"763" "159" "2014-07-23 09:47:15" "1" "sz002601" "22.2" "900" "1"
"764" "179" "2014-07-25 10:20:58" "0" "sz002601" "21.68" "900" "1"
"765" "184" "2014-07-28 09:44:18" "1" "sz002601" "21.54" "900" "1"
"766" "564" "2014-09-18 10:13:35" "0" "sz002601" "21.79" "900" "1"
"767" "572" "2014-09-19 10:01:39" "1" "sz002601" "21.64" "900" "1"
"768" "615" "2014-09-24 09:30:14" "0" "sz002601" "21.31" "900" "1"
"769" "628" "2014-09-25 14:55:01" "1" "sz002601" "22.71" "900" "1"
"770" "629" "2014-09-25 10:01:55" "0" "sz002601" "22.25" "900" "1"
"771" "628" "2014-09-25 14:55:01" "1" "sz002601" "22.71" "900" "1"
"772" "721" "2014-10-15 09:30:12" "0" "sz002601" "24.32" "800" "1"
"773" "745" "2014-10-16 09:30:35" "1" "sz002601" "24.12" "800" "1"
"774" "782" "2014-10-20 09:32:04" "0" "sz002601" "23.49" "900" "1"
"775" "802" "2014-10-21 09:51:33" "1" "sz002601" "24.5176" "900" "1"
"776" "868" "2014-10-30 10:04:51" "0" "sz002601" "24.88" "800" "1"
"777" "879" "2014-10-31 09:43:05" "1" "sz002601" "24.63" "800" "1"
"778" "984" "2014-11-12 10:13:35" "0" "sz002601" "24.05" "800" "1"
"779" "1006" "2014-11-13 09:35:06" "1" "sz002601" "24" "800" "1"
"780" "1050" "2014-11-17 09:37:18" "0" "sz002601" "23.73" "800" "1"
"781" "1081" "2014-11-18 09:36:03" "1" "sz002601" "23.31" "800" "1"
"782" "1312" "2014-12-04 09:39:53" "0" "sz002601" "23.1" "900" "1"
"783" "1326" "2014-12-05 09:35:14" "1" "sz002601" "22.78" "900" "1"
"784" "1502" "2014-12-16 09:56:51" "0" "sz002601" "22.1456" "900" "1"
"785" "1530" "2014-12-17 09:50:57" "1" "sz002601" "21.83" "900" "1"
"786" "1643" "2014-12-24 09:32:15" "0" "sz002601" "20.27" "1000" "1"
"787" "1688" "2014-12-25 14:55:01" "1" "sz002601" "20.78" "1000" "1"
"788" "856" "2014-10-29 09:44:04" "0" "sz300042" "17.73" "1100" "1"
"789" "872" "2014-10-30 10:54:05" "1" "sz300042" "17.72" "1100" "1"
"790" "871" "2014-10-30 09:33:33" "0" "sz300042" "17.78" "1100" "1"
"791" "872" "2014-10-30 10:54:05" "1" "sz300042" "17.72" "1100" "1"
"792" "1056" "2014-11-17 09:53:28" "0" "sz300042" "16.04" "1200" "1"
"793" "1077" "2014-11-18 14:09:55" "1" "sz300042" "16.31" "1200" "1"
"794" "1102" "2014-11-19 11:25:46" "0" "sz300042" "16.4058" "1200" "1"
"795" "1112" "2014-11-20 09:39:22" "1" "sz300042" "16.3633" "1200" "1"
"796" "1133" "2014-11-21 09:37:37" "0" "sz300042" "16.5375" "1200" "1"
"797" "1151" "2014-11-24 09:32:06" "1" "sz300042" "16.74" "1200" "1"
"798" "1168" "2014-11-25 09:37:02" "0" "sz300042" "16.62" "1200" "1"
"799" "1191" "2014-11-26 14:55:01" "1" "sz300042" "17.03" "1200" "1"
"800" "1190" "2014-11-26 10:16:23" "0" "sz300042" "17.14" "1200" "1"
"801" "1191" "2014-11-26 14:55:01" "1" "sz300042" "17.03" "1200" "1"
"802" "1483" "2014-12-15 09:47:36" "0" "sz300042" "16.08" "1200" "1"
"803" "1507" "2014-12-16 09:47:27" "1" "sz300042" "16.23" "1200" "1"
"804" "306" "2014-08-14 09:56:11" "0" "sz300052" "27.15" "700" "1"
"805" "315" "2014-08-15 14:55:03" "1" "sz300052" "27.54" "700" "1"
"806" "344" "2014-08-19 09:32:46" "0" "sz300052" "29.42" "700" "1"
"807" "358" "2014-08-20 09:38:17" "1" "sz300052" "29.03" "700" "1"
"808" "414" "2014-09-01 10:56:19" "0" "sz300052" "28.18" "700" "1"
"809" "430" "2014-09-02 13:23:37" "1" "sz300052" "29.98" "700" "1"
"810" "626" "2014-09-25 09:43:48" "0" "sz300052" "28.3186" "700" "1"
"811" "641" "2014-09-26 09:35:01" "1" "sz300052" "28.09" "700" "1"
"812" "651" "2014-10-09 09:30:11" "0" "sz300052" "28.65" "700" "1"
"813" "663" "2014-10-10 10:30:37" "1" "sz300052" "28.89" "700" "1"
"814" "1289" "2014-12-03 11:10:45" "0" "sz300052" "25.97" "800" "1"
"815" "1315" "2014-12-04 14:55:02" "1" "sz300052" "27.26" "800" "1"
"816" "597" "2014-09-23 09:48:52" "0" "sz300068" "9.95" "2000" "1"
"817" "609" "2014-09-24 10:23:16" "1" "sz300068" "9.99" "2000" "1"
"818" "869" "2014-10-30 09:37:19" "0" "sz300068" "10.09" "2000" "1"
"819" "877" "2014-10-31 09:35:06" "1" "sz300068" "10" "2000" "1"
"820" "895" "2014-11-04 09:50:06" "0" "sz300068" "10.05" "2000" "1"
"821" "908" "2014-11-05 09:35:30" "1" "sz300068" "9.93" "2000" "1"
"822" "1127" "2014-11-21 09:41:41" "0" "sz300068" "11.28" "1800" "1"
"823" "1144" "2014-11-24 09:32:11" "1" "sz300068" "11.32" "1800" "1"
"824" "1236" "2014-11-28 10:16:48" "0" "sz300068" "11.62" "1700" "1"
"825" "1438" "2014-12-11 09:43:26" "1" "sz300068" "11.33" "1900" "1"
"826" "1403" "2014-12-10 09:45:03" "0" "sz300068" "10.66" "1900" "1"
"827" "1438" "2014-12-11 09:43:26" "1" "sz300068" "11.33" "1900" "1"
"828" "1605" "2014-12-23 09:36:17" "0" "sz300068" "10.54" "1900" "1"
"829" "1645" "2014-12-24 09:50:34" "1" "sz300068" "10.21" "1900" "1"
"830" "1644" "2014-12-24 09:35:49" "0" "sz300068" "10.09" "2000" "1"
"831" "1645" "2014-12-24 09:50:34" "1" "sz300068" "10.21" "1900" "1"
"832" "1787" "2015-01-06 09:49:51" "0" "sz300068" "10.06" "2000" "1"
"833" "1812" "2015-01-07 09:52:55" "1" "sz300068" "10.17" "2000" "1"
"834" "1864" "2015-01-12 10:00:17" "0" "sz300068" "9.7343" "2100" "1"
"835" "1893" "2015-01-13 09:57:52" "1" "sz300068" "10.1" "2100" "1"
"836" "930" "2014-11-07 09:50:31" "0" "sz300193" "17.75" "1100" "1"
"837" "945" "2014-11-10 09:32:07" "1" "sz300193" "17.4176" "1100" "1"
"838" "989" "2014-11-12 10:18:36" "0" "sz300193" "16.6817" "1200" "1"
"839" "1002" "2014-11-13 09:35:31" "1" "sz300193" "16.6229" "1200" "1"
"840" "1024" "2014-11-14 10:07:35" "0" "sz300193" "15.84" "1300" "1"
"841" "1049" "2014-11-17 09:35:27" "1" "sz300193" "15.74" "1300" "1"
"842" "1147" "2014-11-24 09:45:58" "0" "sz300193" "16.3533" "1200" "1"
"843" "1165" "2014-11-25 09:58:29" "1" "sz300193" "16.42" "1200" "1"
"844" "1213" "2014-11-27 10:01:15" "0" "sz300193" "16.9717" "1200" "1"
"845" "1233" "2014-11-28 10:12:26" "1" "sz300193" "17.68" "1200" "1"
"846" "1232" "2014-11-28 09:51:55" "0" "sz300193" "17.29" "1200" "1"
"847" "1233" "2014-11-28 10:12:26" "1" "sz300193" "17.68" "1200" "1"
"848" "1314" "2014-12-04 09:52:35" "0" "sz300193" "17.0231" "1200" "1"
"849" "1335" "2014-12-05 09:35:14" "1" "sz300193" "16.69" "1200" "1"
"850" "1443" "2014-12-11 09:52:02" "0" "sz300193" "15.94" "1300" "1"
"851" "1460" "2014-12-12 11:27:02" "1" "sz300193" "16.08" "1300" "1"
"852" "1459" "2014-12-12 09:49:29" "0" "sz300193" "16.1" "1200" "1"
"853" "1460" "2014-12-12 11:27:02" "1" "sz300193" "16.08" "1300" "1"
"854" "1526" "2014-12-17 11:13:52" "0" "sz300193" "16.15" "1200" "1"
"855" "1542" "2014-12-18 10:18:29" "1" "sz300193" "16.01" "1200" "1"
"856" "812" "2014-10-22 10:43:54" "0" "sz300270" "22.31" "900" "1"
"857" "826" "2014-10-23 09:35:41" "1" "sz300270" "21.6" "900" "1"
"858" "827" "2014-10-23 10:52:39" "0" "sz300270" "21.25" "900" "1"
"859" "842" "2014-10-24 11:24:56" "1" "sz300270" "20.92" "900" "1"
"860" "841" "2014-10-24 10:50:51" "0" "sz300270" "20.985" "1000" "1"
"861" "842" "2014-10-24 11:24:56" "1" "sz300270" "20.92" "900" "1"
"862" "14" "2014-05-26 09:30:23" "0" "sz300314" "19.07" "1100" "1"
"863" "18" "2014-05-27 09:40:32" "1" "sz300314" "19.0882" "1100" "1"
"864" "27" "2014-06-04 09:32:33" "0" "sz300314" "18.5955" "1100" "1"
"865" "31" "2014-06-05 11:20:15" "1" "sz300314" "18.44" "1100" "1"
"866" "55" "2014-06-16 11:01:56" "0" "sz300314" "19.47" "1000" "1"
"867" "63" "2014-06-17 14:52:04" "1" "sz300314" "19.31" "1000" "1"
"868" "71" "2014-06-19 10:06:18" "0" "sz300314" "18.8909" "1100" "1"
"869" "76" "2014-06-20 14:49:10" "1" "sz300314" "18.3122" "800" "1"
"870" "77" "2014-06-20 09:32:38" "0" "sz300314" "18.21" "1100" "1"
"871" "76" "2014-06-20 14:49:10" "1" "sz300314" "18.3122" "800" "1"
"872" "4" "2014-05-21 10:27:05" "0" "sz300318" "17.1625" "1200" "1"
"873" "9" "2014-05-22 09:37:36" "1" "sz300318" "17.1217" "1200" "1"
"874" "10" "2014-05-22 10:35:57" "0" "sz300318" "17.48" "1100" "1"
"875" "12" "2014-05-23 09:57:33" "1" "sz300318" "17.36" "1100" "1"
"876" "85" "2014-06-23 09:50:00" "0" "sz300318" "21.57" "900" "1"
"877" "91" "2014-06-24 13:00:44" "1" "sz300318" "21.35" "900" "1"
