"1" "id" "timestamp" "is_buy" "stockid" "price" "amount" "is_real"
"330" "987" "2014-11-12 10:46:14" "0" "sh601377" "8.53" "2300" "1"
"331" "1009" "2014-11-13 10:55:25" "1" "sh601377" "8.89" "2300" "1"
"332" "1008" "2014-11-13 10:20:13" "0" "sh601377" "8.76" "2300" "1"
"333" "1009" "2014-11-13 10:55:25" "1" "sh601377" "8.89" "2300" "1"
"334" "3" "2014-05-21 10:41:58" "0" "sh601519" "7.13" "2800" "1"
"335" "8" "2014-05-22 09:43:59" "1" "sh601519" "7.17" "2800" "1"
"336" "58" "2014-06-16 10:08:39" "0" "sh601519" "6.15" "3300" "1"
"337" "62" "2014-06-17 14:52:03" "1" "sh601519" "6.19" "3300" "1"
"338" "106" "2014-07-11 09:33:09" "0" "sh601519" "5.99" "3300" "1"
"339" "115" "2014-07-14 14:55:03" "1" "sh601519" "6.09" "3300" "1"
"340" "114" "2014-07-14 09:30:07" "0" "sh601519" "6.1" "3300" "1"
"341" "115" "2014-07-14 14:55:03" "1" "sh601519" "6.09" "3300" "1"
"342" "1831" "2015-01-08 09:32:56" "0" "sh601601" "31.58" "600" "1"
"343" "1843" "2015-01-09 09:32:38" "1" "sh601601" "30.09" "600" "1"
"344" "1844" "2015-01-09 09:57:24" "0" "sh601601" "30.13" "700" "1"
"345" "1871" "2015-01-12 09:35:37" "1" "sh601601" "31.1" "700" "1"
"346" "1958" "2015-01-16 10:17:15" "0" "sh601601" "34.01" "600" "1"
"347" "2084" "2015-01-23 13:29:47" "1" "sh601601" "36.25" "600" "1"
"348" "2126" "2015-01-27 09:34:13" "0" "sh601601" "37.51" "500" "1"
"349" "2148" "2015-01-28 14:53:02" "1" "sh601601" "34.79" "500" "1"
"350" "1872" "2015-01-12 09:59:53" "0" "sh601628" "34.1" "600" "1"
"351" "1890" "2015-01-13 14:55:03" "1" "sh601628" "33.85" "600" "1"
"352" "2083" "2015-01-23 09:33:37" "0" "sh601628" "39.79" "500" "1"
"353" "2107" "2015-01-26 14:53:04" "1" "sh601628" "39.55" "500" "1"
"354" "1306" "2014-12-04 09:39:48" "0" "sh601788" "23.16" "900" "1"
"355" "1333" "2014-12-05 09:30:56" "1" "sh601788" "27.3" "900" "1"
"356" "1365" "2014-12-09 09:33:56" "0" "sh601788" "31.22" "600" "1"
"357" "1405" "2014-12-10 09:32:31" "1" "sh601788" "29.3" "600" "1"
"358" "1404" "2014-12-10 09:30:47" "0" "sh601788" "28.97" "700" "1"
"359" "1405" "2014-12-10 09:32:31" "1" "sh601788" "29.3" "600" "1"
"360" "1461" "2014-12-12 09:37:09" "0" "sh601788" "25.45" "800" "1"
"361" "1484" "2014-12-15 09:31:38" "1" "sh601788" "25.17" "800" "1"
"362" "1528" "2014-12-17 09:31:43" "0" "sh601788" "29" "700" "1"
"363" "1546" "2014-12-18 14:55:01" "1" "sh601788" "25.71" "700" "1"
"364" "1760" "2015-01-05 10:32:04" "0" "sh601788" "27.7" "700" "1"
"365" "1791" "2015-01-06 09:31:23" "1" "sh601788" "27.4129" "700" "1"
"366" "44" "2014-06-11 10:08:09" "0" "sh601801" "12.87" "1600" "1"
"367" "47" "2014-06-12 10:34:49" "1" "sh601801" "12.8213" "1600" "1"
"368" "50" "2014-06-13 09:38:03" "0" "sh601801" "12.9" "1600" "1"
"369" "56" "2014-06-16 09:40:07" "1" "sh601801" "12.95" "1600" "1"
"370" "330" "2014-08-18 10:00:35" "0" "sh601801" "14.53" "1400" "1"
"371" "349" "2014-08-19 09:35:06" "1" "sh601801" "15.555" "1400" "1"
"372" "359" "2014-08-20 09:38:25" "0" "sh601801" "14.68" "1400" "1"
"373" "369" "2014-08-21 09:41:25" "1" "sh601801" "14.5" "1400" "1"
"374" "375" "2014-08-22 09:37:36" "0" "sh601801" "15.22" "1300" "1"
"375" "380" "2014-08-25 09:32:13" "1" "sh601801" "15.0677" "1300" "1"
"376" "508" "2014-09-11 10:45:48" "0" "sh601801" "16.93" "1200" "1"
"377" "523" "2014-09-12 09:31:16" "1" "sh601801" "16.7" "1200" "1"
"378" "595" "2014-09-23 10:51:53" "0" "sh601801" "15.73" "1300" "1"
"379" "613" "2014-09-24 09:49:35" "1" "sh601801" "15.7331" "1300" "1"
"380" "682" "2014-10-13 09:33:30" "0" "sh601801" "16.2413" "1200" "1"
"381" "702" "2014-10-14 09:44:36" "1" "sh601801" "16.2467" "1200" "1"
"382" "783" "2014-10-20 10:07:31" "0" "sh601801" "15.72" "1300" "1"
"383" "800" "2014-10-21 09:40:28" "1" "sh601801" "16" "1300" "1"
"384" "946" "2014-11-10 09:55:40" "0" "sh601801" "16.77" "1200" "1"
"385" "965" "2014-11-11 09:37:04" "1" "sh601801" "16.76" "1200" "1"
"386" "1094" "2014-11-19 09:30:36" "0" "sh601801" "16.33" "1200" "1"
"387" "1117" "2014-11-20 09:31:07" "1" "sh601801" "16.8517" "1200" "1"
"388" "1215" "2014-11-27 09:45:09" "0" "sh601801" "16.76" "1200" "1"
"389" "1229" "2014-11-28 09:37:22" "1" "sh601801" "16.74" "1200" "1"
"390" "2150" "2015-01-28 10:15:33" "0" "sh601801" "19.85" "1000" "1"
"391" "2165" "2015-01-29 14:53:01" "1" "sh601801" "18.9" "1000" "1"
"392" "2005" "2015-01-20 09:33:33" "0" "sh601866" "4.3717" "4600" "1"
"393" "2042" "2015-01-21 11:08:53" "1" "sh601866" "4.56" "4600" "1"
"394" "448" "2014-09-03 09:37:16" "0" "sh601880" "3.38" "5900" "1"
"395" "462" "2014-09-04 14:55:03" "1" "sh601880" "3.46" "5900" "1"
"396" "470" "2014-09-05 10:33:34" "0" "sh601880" "3.47" "5800" "1"
"397" "496" "2014-09-10 14:55:04" "1" "sh601880" "3.33" "11600" "1"
"398" "480" "2014-09-09 09:40:29" "0" "sh601880" "3.45" "5800" "1"
"399" "496" "2014-09-10 14:55:04" "1" "sh601880" "3.33" "11600" "1"
"400" "907" "2014-11-05 11:24:24" "0" "sh601880" "4.57" "4400" "1"
"401" "919" "2014-11-06 14:55:02" "1" "sh601880" "4.67" "4400" "1"
"402" "1052" "2014-11-17 09:51:32" "0" "sh601880" "4.45" "4500" "1"
"403" "1079" "2014-11-18 09:33:12" "1" "sh601880" "4.64" "4500" "1"
"404" "1097" "2014-11-19 10:18:13" "0" "sh601880" "4.62" "4300" "1"
"405" "1115" "2014-11-20 09:36:01" "1" "sh601880" "4.49" "4300" "1"
"406" "1360" "2014-12-09 09:36:36" "0" "sh601880" "4.81" "4200" "1"
"407" "1401" "2014-12-10 09:33:35" "1" "sh601880" "4.98" "4200" "1"
"408" "1559" "2014-12-19 09:43:10" "0" "sh601880" "5.07" "3900" "1"
"409" "1576" "2014-12-22 14:55:03" "1" "sh601880" "4.78" "3900" "1"
"410" "1610" "2014-12-23 09:46:26" "0" "sh601928" "11.7" "1700" "1"
"411" "1642" "2014-12-24 09:33:08" "1" "sh601928" "11.45" "1700" "1"
"412" "2104" "2015-01-26 09:52:36" "0" "sh601928" "11.81" "1700" "1"
"413" "2124" "2015-01-27 09:32:04" "1" "sh601928" "11.97" "1700" "1"
"414" "36" "2014-06-09 09:56:12" "0" "sh601999" "6.4681" "3100" "1"
"415" "40" "2014-06-10 14:06:01" "1" "sh601999" "6.6" "3100" "1"
"416" "167" "2014-07-24 09:43:52" "0" "sh601999" "7.12" "2800" "1"
"417" "178" "2014-07-25 14:01:17" "1" "sh601999" "7.21" "2800" "1"
"418" "269" "2014-08-07 10:35:20" "0" "sh601999" "7.56" "2600" "1"
"419" "278" "2014-08-08 14:55:04" "1" "sh601999" "7.56" "2600" "1"
"420" "381" "2014-08-25 10:11:55" "0" "sh601999" "10.6" "1900" "1"
"421" "387" "2014-08-26 14:55:04" "1" "sh601999" "9.81" "1900" "1"
"422" "413" "2014-09-01 09:55:19" "0" "sh601999" "9.6592" "2100" "1"
"423" "431" "2014-09-02 09:34:00" "1" "sh601999" "9.62" "2100" "1"
"424" "535" "2014-09-15 09:35:36" "0" "sh601999" "10.78" "1900" "1"
"425" "551" "2014-09-16 14:55:04" "1" "sh601999" "9.97" "1900" "1"
"426" "843" "2014-10-24 11:15:20" "0" "sh601999" "10.41" "1900" "1"
"427" "853" "2014-10-29 09:38:24" "1" "sh601999" "10.54" "1900" "1"
"428" "896" "2014-11-04 09:31:05" "0" "sh601999" "10.7474" "1900" "1"
"429" "905" "2014-11-05 09:42:29" "1" "sh601999" "10.72" "1900" "1"
"430" "917" "2014-11-06 09:46:08" "0" "sh601999" "10.77" "1900" "1"
"431" "934" "2014-11-07 11:05:31" "1" "sh601999" "11.17" "1900" "1"
"432" "1439" "2014-12-11 09:35:03" "0" "sh601999" "13.58" "1500" "1"
"433" "1464" "2014-12-12 14:55:04" "1" "sh601999" "13.28" "1500" "1"
"434" "185" "2014-07-28 10:02:14" "0" "sz000021" "6.03" "3300" "1"
"435" "198" "2014-07-29 10:07:07" "1" "sz000021" "6.06" "3300" "1"
"436" "262" "2014-08-06 11:19:29" "0" "sz000021" "6.06" "3300" "1"
"437" "275" "2014-08-08 13:01:33" "1" "sz000021" "6.4" "3300" "1"
"438" "283" "2014-08-11 09:46:21" "0" "sz000021" "6.36" "3100" "1"
"439" "289" "2014-08-12 14:55:01" "1" "sz000021" "6.4" "3100" "1"
"440" "290" "2014-08-12 09:47:52" "0" "sz000021" "6.43" "3100" "1"
"441" "289" "2014-08-12 14:55:01" "1" "sz000021" "6.4" "3100" "1"
"442" "307" "2014-08-14 10:17:05" "0" "sz000021" "6.33" "3200" "1"
"443" "317" "2014-08-15 09:43:22" "1" "sz000021" "6.52" "3200" "1"
"444" "316" "2014-08-15 11:10:03" "0" "sz000021" "6.58" "3000" "1"
"445" "664" "2014-10-10 09:30:16" "1" "sz000021" "6.69" "3000" "1"
"446" "652" "2014-10-09 09:49:54" "0" "sz000021" "6.74" "3000" "1"
"447" "664" "2014-10-10 09:30:16" "1" "sz000021" "6.69" "3000" "1"
"448" "685" "2014-10-13 09:52:39" "0" "sz000021" "6.74" "3000" "1"
"449" "704" "2014-10-14 09:47:54" "1" "sz000021" "6.86" "3000" "1"
"450" "761" "2014-10-17 09:50:07" "0" "sz000021" "6.99" "2900" "1"
"451" "788" "2014-10-20 09:42:33" "1" "sz000021" "6.81" "2900" "1"
"452" "806" "2014-10-21 10:46:13" "0" "sz000021" "7.02" "2800" "1"
"453" "816" "2014-10-22 09:36:16" "1" "sz000021" "6.98" "2800" "1"
"454" "854" "2014-10-29 09:41:11" "0" "sz000021" "6.66" "3000" "1"
"455" "866" "2014-10-30 09:37:46" "1" "sz000021" "6.82" "3000" "1"
"456" "918" "2014-11-06 09:49:39" "0" "sz000021" "7.03" "2800" "1"
"457" "932" "2014-11-07 09:30:56" "1" "sz000021" "7.72" "2800" "1"
"458" "988" "2014-11-12 09:46:47" "0" "sz000021" "7.45" "2700" "1"
"459" "1010" "2014-11-13 09:36:19" "1" "sz000021" "7.47" "2700" "1"
"460" "1100" "2014-11-19 10:17:25" "0" "sz000021" "7.46" "2700" "1"
"461" "1111" "2014-11-20 13:20:29" "1" "sz000021" "7.61" "2700" "1"
"462" "123" "2014-07-15 10:53:08" "0" "sz000066" "4.45" "4500" "1"
"463" "133" "2014-07-16 14:41:34" "1" "sz000066" "4.82" "4500" "1"
"464" "238" "2014-08-04 09:31:36" "0" "sz000066" "4.71" "4300" "1"
"465" "248" "2014-08-05 14:55:03" "1" "sz000066" "4.72" "4300" "1"
"466" "738" "2014-10-16 10:53:49" "0" "sz000066" "6.86" "2900" "1"
"467" "759" "2014-10-17 09:36:32" "1" "sz000066" "6.9272" "2900" "1"
"468" "931" "2014-11-07 09:30:34" "0" "sz000066" "7.23" "2800" "1"
"469" "947" "2014-11-10 09:36:04" "1" "sz000066" "7.08" "2800" "1"
"470" "1051" "2014-11-17 09:53:08" "0" "sz000066" "6.34" "3200" "1"
"471" "1076" "2014-11-18 09:55:21" "1" "sz000066" "6.4" "3200" "1"
"472" "1167" "2014-11-25 09:45:05" "0" "sz000066" "6.75" "3000" "1"
"473" "1195" "2014-11-26 13:27:29" "1" "sz000066" "6.73" "3000" "1"
"474" "1194" "2014-11-26 09:45:37" "0" "sz000066" "6.87" "2900" "1"
"475" "1195" "2014-11-26 13:27:29" "1" "sz000066" "6.73" "3000" "1"
"476" "1575" "2014-12-22 09:56:40" "0" "sz000066" "5.6854" "3500" "1"
"477" "1607" "2014-12-23 09:58:10" "1" "sz000066" "5.61" "3500" "1"
"478" "2081" "2015-01-23 10:08:46" "0" "sz000088" "9.82" "2000" "1"
"479" "2102" "2015-01-26 09:31:31" "1" "sz000088" "9.85" "2000" "1"
"480" "1292" "2014-12-03 09:43:13" "0" "sz000157" "5.43" "3700" "1"
"481" "1313" "2014-12-04 14:12:35" "1" "sz000157" "5.59" "3700" "1"
"482" "1334" "2014-12-05 09:35:14" "0" "sz000157" "5.77" "3500" "1"
"483" "1399" "2014-12-10 09:30:42" "1" "sz000157" "6.12" "3300" "1"
"484" "1364" "2014-12-09 09:30:09" "0" "sz000157" "6.15" "3300" "1"
"485" "1399" "2014-12-10 09:30:42" "1" "sz000157" "6.12" "3300" "1"
"486" "1541" "2014-12-18 09:42:18" "0" "sz000157" "6.24" "3200" "1"
"487" "1556" "2014-12-19 10:32:29" "1" "sz000157" "6.33" "3200" "1"
"488" "1555" "2014-12-19 09:56:51" "0" "sz000157" "6.35" "3200" "1"
"489" "1556" "2014-12-19 10:32:29" "1" "sz000157" "6.33" "3200" "1"
"490" "1581" "2014-12-22 09:33:59" "0" "sz000157" "7" "2900" "1"
"491" "1603" "2014-12-23 09:32:36" "1" "sz000157" "6.59" "2900" "1"
"492" "1699" "2014-12-26 09:30:10" "0" "sz000157" "6.9" "5800" "1"
"493" "1710" "2014-12-29 09:31:58" "1" "sz000157" "6.84" "5800" "1"
"494" "533" "2014-09-15 09:38:54" "0" "sz000561" "10.36" "1900" "1"
"495" "547" "2014-09-16 09:50:56" "1" "sz000561" "10.23" "1900" "1"
"496" "650" "2014-10-09 09:39:18" "0" "sz000561" "11.6324" "1700" "1"
"497" "666" "2014-10-10 09:30:52" "1" "sz000561" "11.12" "1700" "1"
"498" "687" "2014-10-13 11:08:59" "0" "sz000561" "11.56" "1700" "1"
"499" "705" "2014-10-14 14:55:01" "1" "sz000561" "11.3706" "1700" "1"
"500" "703" "2014-10-14 10:10:01" "0" "sz000561" "11.68" "1700" "1"
"501" "705" "2014-10-14 14:55:01" "1" "sz000561" "11.3706" "1700" "1"
"502" "762" "2014-10-17 10:02:38" "0" "sz000561" "11.17" "1800" "1"
"503" "787" "2014-10-20 10:56:53" "1" "sz000561" "11.5328" "1800" "1"
"504" "814" "2014-10-22 10:03:42" "0" "sz000561" "11.28" "1800" "1"
"505" "830" "2014-10-23 09:35:12" "1" "sz000561" "10.88" "1800" "1"
"506" "832" "2014-10-23 10:24:11" "0" "sz000561" "10.7733" "1900" "1"
"507" "840" "2014-10-24 11:29:05" "1" "sz000561" "10.18" "1900" "1"
"508" "910" "2014-11-05 10:15:28" "0" "sz000561" "10.31" "1900" "1"
"509" "920" "2014-11-06 09:36:12" "1" "sz000561" "10.33" "1900" "1"
"510" "1198" "2014-11-26 11:02:32" "0" "sz000561" "9.96" "2000" "1"
"511" "1210" "2014-11-27 14:55:01" "1" "sz000561" "10" "2000" "1"
"512" "1332" "2014-12-05 09:30:10" "0" "sz000561" "9.93" "2000" "1"
"513" "1527" "2014-12-17 09:31:06" "1" "sz000561" "10.52" "1900" "1"
"514" "1504" "2014-12-16 09:35:51" "0" "sz000561" "10.57" "1900" "1"
"515" "1527" "2014-12-17 09:31:06" "1" "sz000561" "10.52" "1900" "1"
"516" "1544" "2014-12-18 09:38:41" "0" "sz000561" "10.28" "2000" "1"
"517" "1557" "2014-12-19 09:30:50" "1" "sz000561" "10.24" "2000" "1"
"518" "943" "2014-11-10 10:42:44" "0" "sz000568" "16.86" "1200" "1"
"519" "964" "2014-11-11 09:53:10" "1" "sz000568" "17.7" "1200" "1"
"520" "1558" "2014-12-19 11:01:01" "0" "sz000568" "20.01" "1000" "1"
"521" "1579" "2014-12-22 13:50:06" "1" "sz000568" "20.44" "1000" "1"
"522" "1707" "2014-12-29 10:23:39" "0" "sz000568" "21.0789" "900" "1"
"523" "1829" "2015-01-08 14:55:02" "1" "sz000568" "21.62" "900" "1"
"524" "1814" "2015-01-07 09:45:33" "0" "sz000568" "21.99" "900" "1"
"525" "1829" "2015-01-08 14:55:02" "1" "sz000568" "21.62" "900" "1"
"526" "1847" "2015-01-09 10:16:10" "0" "sz000568" "21.99" "900" "1"
"527" "1892" "2015-01-13 14:55:00" "1" "sz000568" "19.12" "900" "1"
"528" "201" "2014-07-29 11:11:54" "0" "sz000735" "6.15" "3300" "1"
"529" "213" "2014-07-30 14:55:01" "1" "sz000735" "6.17" "3300" "1"
"530" "447" "2014-09-03 10:46:07" "0" "sz000735" "6.69" "3000" "1"
"531" "458" "2014-09-04 14:42:54" "1" "sz000735" "6.71" "3000" "1"
"532" "580" "2014-09-22 09:48:04" "0" "sz000735" "7.52" "2700" "1"
"533" "600" "2014-09-23 09:41:02" "1" "sz000735" "7.52" "2700" "1"
"534" "601" "2014-09-23 09:31:21" "0" "sz000735" "7.38" "2700" "1"
"535" "600" "2014-09-23 09:41:02" "1" "sz000735" "7.52" "2700" "1"
"536" "1131" "2014-11-21 09:30:12" "0" "sz000735" "7.91" "2500" "1"
"537" "1150" "2014-11-24 09:35:36" "1" "sz000735" "7.82" "2500" "1"
"538" "1761" "2015-01-05 10:00:07" "0" "sz000735" "7.65" "2600" "1"
"539" "1789" "2015-01-06 14:55:03" "1" "sz000735" "7.91" "2600" "1"
"540" "711" "2014-10-14 11:14:24" "0" "sz000758" "11.76" "1700" "1"
"541" "723" "2014-10-15 13:19:40" "1" "sz000758" "11.58" "1700" "1"
"542" "744" "2014-10-16 11:03:15" "0" "sz000758" "11.48" "1700" "1"
"543" "766" "2014-10-17 09:59:06" "1" "sz000758" "11.21" "1700" "1"
"544" "1737" "2014-12-31 09:50:32" "0" "sz000758" "14.92" "1300" "1"
"545" "1766" "2015-01-05 09:48:51" "1" "sz000758" "15.12" "1300" "1"
"546" "1848" "2015-01-09 10:02:10" "0" "sz000789" "13.89" "1400" "1"
"547" "1865" "2015-01-12 14:55:01" "1" "sz000789" "13.01" "1400" "1"
"548" "1936" "2015-01-15 11:00:20" "0" "sz000789" "13.35" "1500" "1"
"549" "1951" "2015-01-16 14:55:01" "1" "sz000789" "13.44" "1500" "1"
"550" "2003" "2015-01-20 09:42:12" "0" "sz000789" "12.48" "1600" "1"
"551" "2043" "2015-01-21 14:55:03" "1" "sz000789" "13.0594" "1600" "1"
"552" "963" "2014-11-11 09:51:15" "0" "sz000858" "18.15" "1100" "1"
"553" "990" "2014-11-12 09:40:45" "1" "sz000858" "17.9" "1100" "1"
"554" "1327" "2014-12-05 09:31:29" "0" "sz000858" "20.48" "1000" "1"
"555" "1363" "2014-12-09 09:31:14" "1" "sz000858" "20.04" "1000" "1"
"556" "1437" "2014-12-11 10:10:21" "0" "sz000858" "20.89" "1000" "1"
"557" "1463" "2014-12-12 14:55:03" "1" "sz000858" "20.3576" "1000" "1"
"558" "1735" "2014-12-31 09:54:41" "0" "sz000858" "21.55" "900" "1"
"559" "1759" "2015-01-05 09:49:57" "1" "sz000858" "21.95" "900" "1"
"560" "1739" "2014-12-31 09:34:10" "0" "sz000877" "10.4" "1900" "1"
"561" "1762" "2015-01-05 09:33:15" "1" "sz000877" "10.3353" "1900" "1"
"562" "158" "2014-07-23 10:09:04" "0" "sz002001" "13.99" "1400" "1"
"563" "166" "2014-07-24 09:43:41" "1" "sz002001" "14.21" "1400" "1"
"564" "240" "2014-08-04 09:40:47" "0" "sz002001" "14.27" "1400" "1"
"565" "253" "2014-08-05 09:40:05" "1" "sz002001" "14.3823" "1400" "1"
"566" "537" "2014-09-15 09:40:58" "0" "sz002001" "15.01" "1300" "1"
"567" "549" "2014-09-16 09:54:14" "1" "sz002001" "15.35" "1300" "1"
"568" "725" "2014-10-15 10:12:08" "0" "sz002001" "15.14" "1300" "1"
"569" "737" "2014-10-16 09:54:48" "1" "sz002001" "15.91" "1300" "1"
"570" "1477" "2014-12-15 09:52:22" "0" "sz002031" "18.34" "1100" "1"
"571" "1510" "2014-12-16 14:55:03" "1" "sz002031" "16.63" "1100" "1"
"572" "346" "2014-08-19 11:03:24" "0" "sz002091" "16.82" "1200" "1"
"573" "494" "2014-09-10 14:31:52" "1" "sz002091" "16.51" "1200" "1"
"574" "482" "2014-09-09 09:59:17" "0" "sz002091" "16.29" "1200" "1"
"575" "494" "2014-09-10 14:31:52" "1" "sz002091" "16.51" "1200" "1"
"576" "2086" "2015-01-23 09:30:17" "0" "sz002091" "16.07" "1200" "1"
"577" "2105" "2015-01-26 09:34:25" "1" "sz002091" "15.83" "1200" "1"
"578" "95" "2014-06-25 09:58:25" "0" "sz002136" "6.82" "2900" "1"
"579" "99" "2014-06-26 13:01:41" "1" "sz002136" "7.07" "2900" "1"
"580" "107" "2014-07-11 09:30:30" "0" "sz002136" "7.07" "2800" "1"
"581" "112" "2014-07-14 09:50:40" "1" "sz002136" "7.46" "2800" "1"
"582" "137" "2014-07-17 11:01:23" "0" "sz002136" "7.8" "2600" "1"
"583" "141" "2014-07-18 14:55:03" "1" "sz002136" "7.71" "2600" "1"
"584" "140" "2014-07-18 11:16:22" "0" "sz002136" "7.82" "2600" "1"
"585" "141" "2014-07-18 14:55:03" "1" "sz002136" "7.71" "2600" "1"
"586" "146" "2014-07-21 11:15:16" "0" "sz002136" "7.59" "2600" "1"
"587" "145" "2014-07-21 14:55:01" "1" "sz002136" "7.56" "2600" "1"
"588" "157" "2014-07-23 09:46:18" "0" "sz002136" "7.88" "2500" "1"
"589" "168" "2014-07-24 09:53:36" "1" "sz002136" "8.048" "2500" "1"
"590" "169" "2014-07-24 09:42:54" "0" "sz002136" "7.96" "2500" "1"
"591" "168" "2014-07-24 09:53:36" "1" "sz002136" "8.048" "2500" "1"
"592" "196" "2014-07-29 09:40:40" "0" "sz002136" "7.9756" "2500" "1"
"593" "209" "2014-07-30 14:52:02" "1" "sz002136" "7.9344" "2500" "1"
"594" "251" "2014-08-05 10:05:12" "0" "sz002136" "8.04" "2500" "1"
"595" "264" "2014-08-06 09:42:26" "1" "sz002136" "7.98" "2500" "1"
"596" "443" "2014-09-03 09:30:28" "0" "sz002136" "8.2" "2400" "1"
"597" "461" "2014-09-04 13:05:33" "1" "sz002136" "8.33" "2400" "1"
"598" "521" "2014-09-12 09:30:15" "0" "sz002136" "8.4213" "2400" "1"
"599" "534" "2014-09-15 09:37:28" "1" "sz002136" "8.5542" "2400" "1"
"600" "815" "2014-10-22 11:29:18" "0" "sz002136" "10.83" "1900" "1"
"601" "828" "2014-10-23 09:32:42" "1" "sz002136" "10.4874" "1900" "1"
"602" "885" "2014-11-03 09:39:18" "0" "sz002136" "10.97" "1800" "1"
"603" "897" "2014-11-04 14:55:01" "1" "sz002136" "11.22" "1800" "1"
"604" "1400" "2014-12-10 10:58:40" "0" "sz002136" "10.24" "2000" "1"
"605" "1440" "2014-12-11 14:55:03" "1" "sz002136" "10.37" "2000" "1"
"606" "2128" "2015-01-27 09:30:12" "0" "sz002136" "10.42" "1900" "1"
"607" "2147" "2015-01-28 10:11:16" "1" "sz002136" "10.8553" "1900" "1"
"608" "584" "2014-09-22 09:37:51" "0" "sz002166" "20.43" "1000" "1"
"609" "598" "2014-09-23 09:36:01" "1" "sz002166" "20.25" "1000" "1"
"610" "653" "2014-10-09 10:13:40" "0" "sz002166" "22.6" "900" "1"
"611" "662" "2014-10-10 14:55:03" "1" "sz002166" "22.62" "900" "1"
"612" "661" "2014-10-10 10:20:21" "0" "sz002166" "23.0911" "900" "1"
"613" "662" "2014-10-10 14:55:03" "1" "sz002166" "22.62" "900" "1"
"614" "681" "2014-10-13 09:50:22" "0" "sz002166" "22.93" "900" "1"
"615" "706" "2014-10-14 13:41:37" "1" "sz002166" "24.83" "900" "1"
"616" "726" "2014-10-15 09:51:40" "0" "sz002166" "24.3" "800" "1"
"617" "742" "2014-10-16 09:38:03" "1" "sz002166" "27.55" "800" "1"
"618" "740" "2014-10-16 09:32:38" "0" "sz002166" "26.7" "700" "1"
"619" "742" "2014-10-16 09:38:03" "1" "sz002166" "27.55" "800" "1"
"620" "786" "2014-10-20 09:35:06" "0" "sz002166" "25.62" "800" "1"
"621" "801" "2014-10-21 09:30:17" "1" "sz002166" "24.6" "800" "1"
"622" "1026" "2014-11-14 10:11:25" "0" "sz002166" "21.68" "900" "1"
"623" "1048" "2014-11-17 09:30:51" "1" "sz002166" "21.61" "900" "1"
"624" "1096" "2014-11-19 09:30:25" "0" "sz002166" "23.34" "900" "1"
"625" "1114" "2014-11-20 09:30:43" "1" "sz002166" "23.1244" "900" "1"
"626" "1973" "2015-01-19 09:30:13" "0" "sz002166" "24.09" "800" "1"
"627" "2008" "2015-01-20 09:31:47" "1" "sz002166" "23.9" "800" "1"
"628" "2068" "2015-01-22 09:31:18" "0" "sz002166" "25.24" "800" "1"
"629" "2082" "2015-01-23 09:33:25" "1" "sz002166" "24.79" "800" "1"
"630" "122" "2014-07-15 09:37:03" "0" "sz002232" "10.01" "2000" "1"
"631" "131" "2014-07-16 14:55:02" "1" "sz002232" "9.29" "2000" "1"
"632" "1915" "2015-01-14 09:30:11" "0" "sz002233" "9.843" "2000" "1"
"633" "1935" "2015-01-15 10:18:59" "1" "sz002233" "9.89" "2000" "1"
"634" "2131" "2015-01-27 10:09:55" "0" "sz002233" "9.72" "2100" "1"
"635" "2152" "2015-01-28 14:53:00" "1" "sz002233" "9.52" "2100" "1"
"636" "17" "2014-05-27 09:52:05" "0" "sz002279" "19.35" "1000" "1"
"637" "21" "2014-05-28 09:42:14" "1" "sz002279" "18.8411" "900" "1"
"638" "39" "2014-06-10 11:25:25" "0" "sz002279" "20.9065" "1000" "1"
"639" "43" "2014-06-11 14:49:29" "1" "sz002279" "20.53" "1100" "1"
"640" "130" "2014-07-16 11:06:55" "0" "sz002279" "21.1" "900" "1"
"641" "136" "2014-07-17 14:55:03" "1" "sz002279" "21.17" "900" "1"
"642" "1022" "2014-11-14 09:58:56" "0" "sz002279" "28.59" "700" "1"
"643" "1057" "2014-11-17 09:36:53" "1" "sz002279" "28.61" "700" "1"
"644" "1895" "2015-01-13 10:01:39" "0" "sz002279" "30.2429" "700" "1"
"645" "1918" "2015-01-14 14:55:00" "1" "sz002279" "28.5" "700" "1"
"646" "1957" "2015-01-16 10:24:15" "0" "sz002279" "28.7" "700" "1"
"647" "1974" "2015-01-19 09:30:34" "1" "sz002279" "30.58" "700" "1"
"648" "2106" "2015-01-26 09:34:42" "0" "sz002279" "33.85" "600" "1"
"649" "2125" "2015-01-27 09:31:42" "1" "sz002279" "35.7167" "600" "1"
"650" "318" "2014-08-15 10:23:11" "0" "sz002441" "16.74" "1200" "1"
"651" "333" "2014-08-18 14:55:00" "1" "sz002441" "17.24" "1200" "1"
"652" "334" "2014-08-18 09:40:45" "0" "sz002441" "17.19" "1200" "1"
"653" "333" "2014-08-18 14:55:00" "1" "sz002441" "17.24" "1200" "1"
"654" "425" "2014-09-02 10:04:35" "0" "sz002441" "17.37" "1200" "1"
"655" "445" "2014-09-03 14:51:34" "1" "sz002441" "17.8" "1200" "1"
"656" "667" "2014-10-10 10:41:49" "0" "sz002441" "23.12" "900" "1"
"657" "686" "2014-10-13 09:31:07" "1" "sz002441" "22.7789" "900" "1"
"658" "983" "2014-11-12 10:45:26" "0" "sz002441" "24.61" "800" "1"
"659" "1007" "2014-11-13 09:35:14" "1" "sz002441" "24.24" "800" "1"
